genero;genero_diverso;edad;discapacidad;nivel_formacion;carrera_grado;tipo_universidad;provincia;region;id;rubro;dotacion;origen_capital;dotacion_rh;puesto;tipo_contratacion;funcion_rh;personas_a_cargo;anios_en_empresa;anios_en_puesto;anios_experiencia;sueldo_bruto;beneficios;bono;ajuste;ajuste_porcentaje;ajuste_mes;otros_proyectos;erp;nombre_area;mate;idioma_exigencia;idioma_porcentaje;contactos_linkedin;satisfaccion;busqueda;beneficios_expectativa;rh_una_palabra;pregunta_bizarra;teletrabajo;elementos;valoracion_gestion_empresa;es_lider;rangos_aumentos
Femenino;No;40;No tengo ninguna discapacidad;Universitario completo;Psicología;Universidad Privada;Ciudad Autónoma de Buenos Aires;Centro;189;Servicios profesionales;190;Nacional;6;Responsable;Full time;Reclutamiento y selección;1;2;2;14;110000;Medicina prepaga / Plan de salud, Frutas y snacks, Abono de celular, Reintegros en capacitación, Idiomas, Home office;Un sueldo;1 solo;15;Agosto;No;Odoo;Recursos Humanos;Si, está permitido;No;0.1;12000;4;No,  pero escucho ofertas;Internet - flexibilidad horaria;Facilitador;Que cuente detalles de un aborto intrauterino.;Si;Computadora / Laptop;2;1;Entre 11 y 20
Femenino;No;26;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Buenos Aires;Centro;190;Servicios de consultoría;200;Multinacional;3;HRBP;Full time;Generalista;2;2;0;8;101000;Medicina prepaga / Plan de salud, Gimnasio, Seguro de vida (adicionales a los de ley), Combustible, Idiomas, Charter / Servicio de transporte;Un sueldo;2 ajustes;20;Octubre;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0.1;500;2;No,  pero escucho ofertas;Home office vacaciones en días hábiles;Pasión;Que diría una persona cercana de vos?;Si;Silla ergonómica;2;0;Entre 11 y 20
Femenino;No;39;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Ciudad Autónoma de Buenos Aires;Centro;191;Servicios de salud;300;Nacional;5;Analista;Full time;Generalista;0;3;3;10;109000;Medicina prepaga / Plan de salud, Vacaciones extendidas, Comedor / Almuerzos;No recibo bono;2 ajustes;20;Septiembre;No;No tenemos sistema de gestión;Recursos Humanos;No, está prohibido;No;0;1000;3;No estoy buscando cambiar;Bono, licencias prolongadas, idiomas;Partner;No recuerdo;Si;No me enviaron ni reintegraron nada;2;0;Entre 11 y 20
Masculino;No;48;No tengo ninguna discapacidad;Maestría completa;RRHH / RRLL / RRTT;Universidad Pública;Buenos Aires;Centro;192;Servicios de salud;1000;Nacional;10;Gerente;Full time;Administración de personal;10;0;0;18;200000;Medicina prepaga / Plan de salud, Horarios flexibles, Charter / Servicio de transporte;Menos de un sueldo;1 solo;19;Agosto;No;Bejerman;Recursos Humanos;Si, está permitido;No;0;900;4;No,  pero escucho ofertas;Home Office;Servicios;Porque nunca trabajé en empresas de envergadura?;No;No estoy trabajando en home office;3;1;Entre 11 y 20
Masculino;No;30;No tengo ninguna discapacidad;Universitario completo;Administración de Empresas;Universidad Pública;Córdoba;Centro;193;Industria autopartista;1000;Multinacional;15;HRBP;Full time;Generalista;0;7;3;7;85000;Medicina prepaga / Plan de salud, Horarios flexibles, Frutas y snacks, Reintegros en capacitación, Idiomas, Home office, Comedor / Almuerzos;Menos de un sueldo;2 ajustes;13;Julio;No;SAP / SuccessFactors;Recursos Humanos;Si, está permitido;Si;0.2;600;5;No,  pero escucho ofertas;NA;NA;NA;Si;Computadora / Laptop, Silla ergonómica;5;0;Entre 11 y 20
Femenino;No;34;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;194;Función pública;200;Nacional;10;Responsable;Full time;Capacitación y desarrollo;1;7;5;10;52000;Horarios flexibles, Vacaciones extendidas, Posgrados, Home office;Dos sueldos;1 solo;7;Septiembre;Si, en emprendimiento relacionado con RRHH;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0;400;4;No estoy buscando cambiar;NA;NA;NA;Si;Silla ergonómica;3;1;Entre 1 y 10
Masculino;No;34;Auditiva;Secundario completo;No estudié en la Universidad;No estudié en la Universidad;Buenos Aires;Centro;195;Industria autopartista;600;Nacional;10;Analista;Full time;Administración de personal;0;10;3;10;60200;No tengo beneficios adicionales;No recibo bono;1 solo;10;Julio;No;Meta4;Recursos Humanos;No, está prohibido;No;0;900;4;Sí, activamente;Prepaga;Acción;Qué super héroe me gustaría ser.;Voy rotando entre la oficina y el trabajo;No me enviaron ni reintegraron nada;4;0;Entre 1 y 10
Masculino;No;24;No tengo ninguna discapacidad;Universitario en curso;Marketing;Universidad Privada;Ciudad Autónoma de Buenos Aires;Centro;196;Hotelería, restauración, turismo;3500;Multinacional;100;Analista;Full time;People Analytics;0;0;0;1;90000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Frutas y snacks, Home office, Comedor / Almuerzos;Dos sueldos;2 ajustes;29;Agosto;No;Enlatado propio;Recursos Humanos;Si, está permitido;Si;0;1000;5;No estoy buscando cambiar;NA;NA;NA;Si;Computadora / Laptop, Silla ergonómica;4;0;Entre 21 y 30
Femenino;No;32;No tengo ninguna discapacidad;Universitario en curso;Administración de Empresas;Universidad Pública;Buenos Aires;Centro;197;"Servicios financieros; seguros";230;Nacional;4;Analista;Full time;Diseño organizacional;0;1;1;4;50600;Medicina prepaga / Plan de salud, Gimnasio, Préstamos, Home office;No recibo bono;1 solo;10;Septiembre;No;Enlatado propio;Capital Humano;Si, está permitido;No;0;200;3;No,  pero escucho ofertas;Mas home office, bono por desempeño, club de descuentos;Pasion;.;Voy rotando entre la oficina y el trabajo;Computadora / Laptop;2;0;Entre 1 y 10
Femenino;Prefiero no responder;50;No tengo ninguna discapacidad;Secundario completo;Literatura;No estudié en la Universidad;Buenos Aires;Centro;198;"Bancos; banca online;";110;Nacional;15;Analista;Full time;Administración de personal;0;7;3;7;75000;Home office;Un sueldo;2 ajustes;20;Julio;No;Cobis;Capital Humano;Si, está permitido;No;0;30;5;No estoy buscando cambiar;Aumento de sueldo;Desarrollo;Como viajas hasta Flores;Si;No me enviaron ni reintegraron nada;4;0;Entre 11 y 20
Femenino;No;29;No tengo ninguna discapacidad;Terciario completo;RRHH / RRLL / RRTT;Universidad Privada;Mendoza;Cuyo;199;Educación;300;Nacional;2;Administrativo;Tercerizado / Outsourced;Generalista;0;7;5;5;21450;Frutas y snacks, Comedor / Almuerzos;No recibo bono;No tuve ajustes;0;Julio;No;SIU-MAPUCHE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;Sin aumentos
Masculino;No;33;No tengo ninguna discapacidad;Maestría en curso;Administración de Empresas;Universidad Privada;Buenos Aires;Centro;200;Otros;2800;Multinacional;20;Jefe;Full time;Relaciones laborales;7;7;3;10;127000;Medicina prepaga / Plan de salud, Combustible, Comedor / Almuerzos;No recibo bono;No tuve ajustes;0;NA;Si, en proyectos ad honorem;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0;700;3;Sí, activamente;Home office, bono;Empatía;De que cuadro Sos hincha;Voy rotando entre la oficina y el trabajo;No me enviaron ni reintegraron nada;2;1;Sin aumentos
Femenino;No;31;No tengo ninguna discapacidad;Secundario completo;No estudié en la Universidad;No estudié en la Universidad;Buenos Aires;Centro;201;Industria autopartista;250;Multinacional;3;Administrativo;Full time;Generalista;0;2;2;1;42000;Medicina prepaga / Plan de salud, Frutas y snacks, Home office, Comedor / Almuerzos;No recibo bono;No tuve ajustes;8;Agosto;No;Nucleus;Recursos Humanos;Si, está permitido;No;0.4;500;2;No,  pero escucho ofertas;Mejor sueldo;Aceptable;Con quien dejo a mis hijos;Si;Computadora / Laptop;2;0;Entre 1 y 10
Masculino;No;40;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;202;Industria autopartista;600;Nacional;5;Responsable;Full time;Administración de personal;0;8;5;15;75000;No tengo beneficios adicionales;No recibo bono;No tuve ajustes;10;Septiembre;No;Bejerman;Recursos Humanos;No, está prohibido;No;0;10000;3;No,  pero escucho ofertas;Home Office;Profesionalismo;Política Universitaria;Voy rotando entre la oficina y el trabajo;Computadora / Laptop;3;1;Entre 1 y 10
Femenino;No;26;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Ciudad Autónoma de Buenos Aires;Centro;203;Otros;400;Nacional;5;Analista;Full time;Administración de personal;0;3;3;7;39323;No tengo beneficios adicionales;No recibo bono;No tuve ajustes;0;NA;No;Enlatado propio;Recursos Humanos;No, está prohibido;No;0;1000;2;Sí, activamente;Obra social prepaga, clases de ingles, tarjeta de descuento, dia de cumpleaños libre, refrigerios.;Personas;¿Me pasas tu número para un trabajo práctico? JAJAJAJA;Voy rotando entre la oficina y el trabajo;No me enviaron ni reintegraron nada;1;0;Sin aumentos
Femenino;No;36;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Buenos Aires;Centro;204;Comercio;2500;Multinacional;12;Analista;Full time;Generalista;0;10;5;16;76000;Medicina prepaga / Plan de salud, Horarios flexibles, Licencias extendidas, Préstamos, Home office, Comedor / Almuerzos;No recibo bono;1 solo;16;Septiembre;No;Meta4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;Entre 11 y 20
Masculino;No;23;No tengo ninguna discapacidad;Maestría en curso;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;205;Función pública;250;Nacional;0;Administrativo;Full time;Capacitación y desarrollo;0;1;1;1;47000;No tengo beneficios adicionales;No recibo bono;No tuve ajustes;27;Marzo;Si, en proyectos ad honorem;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0;NA;2;Sí, activamente;Homeoffice;NA;Donde me veo en 10 años en plena pandemia;Si;No me enviaron ni reintegraron nada;1;0;Entre 21 y 30
Femenino;Si;24;Motriz;Terciario completo;RRHH / RRLL / RRTT;No estudié en la Universidad;Tucumán;NOA;206;Agro;100;Nacional;10;Administrativo;Full time;Generalista;2;4;2;4;41000;No tengo beneficios adicionales;No recibo bono;1 solo;38;Julio;Si, en emprendimiento no relacionado con RRHH;Enlatado propio;Recursos Humanos;Si, está permitido;No;0.3;8;1;Sí, activamente;Vacaciones extendidas, bonos, premios ppr desempeño;Talento;Que aspectos negativos puede nombrar de ti?;No;No estoy trabajando en home office, No me enviaron ni reintegraron nada;1;0;Más de 30
Femenino;No;42;No tengo ninguna discapacidad;Terciario completo;RRHH / RRLL / RRTT;Universidad Pública;Córdoba;Centro;207;Industria autopartista;90;Nacional;8;Gerente;Full time;Generalista;10;3;1;20;160000;Medicina prepaga / Plan de salud, Vacaciones extendidas, Abono de celular, Combustible;Un sueldo;2 ajustes;35;Julio;No;No tenemos sistema de gestión;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;Más de 30
Femenino;No;25;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;208;IT;300;Nacional;4;Analista;Full time;Administración de personal;0;1;1;2;37000;Medicina prepaga / Plan de salud, Préstamos;No recibo bono;1 solo;18;Septiembre;Si, en emprendimiento relacionado con RRHH;Bas laboro;Recursos Humanos;Si, está permitido;No;0.4;1000;4;No,  pero escucho ofertas;Idiomas, almuerzo;Admirable;Si iba a la cancha;Si;Computadora / Laptop;5;0;Entre 11 y 20
Femenino;No;40;No tengo ninguna discapacidad;Universitario completo;Lic en Administracion;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;209;Otros;50;Nacional;5;Analista;Full time;Payroll / Liquidación de sueldos;0;0;0;10;45000;No tengo beneficios adicionales;No recibo bono;No tuve ajustes;2;Febrero;Si, en emprendimiento relacionado con RRHH;Bejerman;Oficina de Personal;Si, está permitido;No;0;0;2;Sí, activamente;Prepaga _ home office;Conexion;Me preguntaron mi orientación sexual;Si;No me enviaron ni reintegraron nada;1;0;Entre 1 y 10
Femenino;No;31;No tengo ninguna discapacidad;Maestría completa;Administración de Empresas;Universidad Privada;Ciudad Autónoma de Buenos Aires;Centro;210;Oil & gas;75000;Multinacional;1500;Responsable;Full time;People Analytics;0;7;1;7;150000;Vacaciones extendidas, Frutas y snacks, Préstamos, Home office, Charter / Servicio de transporte;No recibo bono;1 solo;22;Octubre;Si, en emprendimiento relacionado con RRHH;SAP / SuccessFactors;Recursos Humanos;Si, está permitido;Si;1;800;4;No,  pero escucho ofertas;NA;NA;NA;Si;Silla ergonómica;3;1;Entre 21 y 30
Femenino;No;37;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Tucumán;NOA;211;"Alimentación; bebidas; tabaco";136;Nacional;2;Analista;Full time;Payroll / Liquidación de sueldos;0;18;5;10;81500;Tarjeta de descuento, Reintegros en capacitación, Comedor / Almuerzos;No recibo bono;1 solo;25;Agosto;No;Softland;Recursos Humanos;Si, está permitido;No;0.1;900;4;No,  pero escucho ofertas;Home office algunos dias;Valor;No tuve;Voy rotando entre la oficina y el trabajo;No me enviaron ni reintegraron nada;3;0;Entre 21 y 30
Femenino;No;26;Obesidad;Terciario completo;RRHH / RRLL / RRTT;Universidad Pública;Buenos Aires;Centro;212;"Alimentación; bebidas; tabaco";1300;Nacional;11;Analista;Full time;Reclutamiento y selección;0;1;1;1;37000;Medicina prepaga / Plan de salud, Frutas y snacks, Comedor / Almuerzos;Menos de un sueldo;1 solo;1;Marzo;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0;NA;3;Sí, activamente;Flexibilidad con Home Office, un mejor salario acordé a la inflación;NA;NA;NA;NA;NA;0;Entre 1 y 10
Femenino;No;45;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Ciudad Autónoma de Buenos Aires;Centro;213;Otros;3500;Multinacional;10;Responsable;Full time;RRHH;0;8;8;25;71000;Horarios flexibles, Home office, Comedor / Almuerzos, 1 Dia libre al mes y media jornada el dia de mi cumple;No recibo bono;1 solo;20;Febrero;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0;500;3;Sí, activamente;Comedor, vacaciones extendidas, home office;Gestión;No recuerdo;Si;Computadora / Laptop;3;1;Entre 11 y 20
Femenino;No;35;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Buenos Aires;Centro;214;Servicios de salud;30;Nacional;8;Administrativo;Full time;Administración de personal;0;2;2;2;2;No tengo beneficios adicionales;No recibo bono;1 solo;10;Septiembre;No;Tango;Oficina de Personal;Si, está permitido;No;0;100;1;Sí, activamente;baucher para indumentaria;Desafío;Para trabajar en el área te vas a tener que arremangar estás dispuesto ah hacerlo?;No;No estoy trabajando en home office;5;0;Entre 1 y 10
Femenino;No;30;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Córdoba;Centro;215;"Alimentación; bebidas; tabaco";6000;Multinacional;100;Jefe;Full time;Generalista;0;3;1;5;120000;Medicina prepaga / Plan de salud, Vacaciones extendidas, Licencias extendidas, Gimnasio, Frutas y snacks, Idiomas, Home office;Un sueldo;1 solo;15.4;Mayo;No;SAP / SuccessFactors;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;Entre 11 y 20
Masculino;No;25;No tengo ninguna discapacidad;Universitario en curso;Administración de Empresas;Universidad Pública;Buenos Aires;Centro;216;Servicios de salud;80;Nacional;1;Jefe;Full time;Administración de personal;2;5;2;2;55000;Abono de celular, Comedor / Almuerzos;No recibo bono;3 o más ajustes;13;Agosto;No;No tenemos sistema de gestión;Recursos Humanos;No, está prohibido;No;0;200;4;No,  pero escucho ofertas;Flexibilidad, bonos, estacionamientos;Integrador;.;No;No estoy trabajando en home office;4;1;Entre 11 y 20
Masculino;No;33;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;San Juan;Cuyo;217;Otros;120;Multinacional;1;Responsable;Full time;Administración de personal;0;2;2;6;72000;Medicina prepaga / Plan de salud, Seguro de vida (adicionales a los de ley), Comedor / Almuerzos;No recibo bono;1 solo;20;Agosto;Si, en emprendimiento relacionado con RRHH;No tenemos sistema de gestión;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;Entre 11 y 20
Masculino;No;27;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Ciudad Autónoma de Buenos Aires;Centro;218;Educación;2000;Nacional;15;HRBP;Full time;Generalista;0;1;0;6;75000;Vacaciones extendidas, Gimnasio, Reintegros en capacitación, Comedor / Almuerzos;Dos sueldos;2 ajustes;15;Septiembre;No;Enlatado propio;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;Entre 11 y 20
Masculino;No;29;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;219;IT;400;Nacional;6;HRBP;Full time;Generalista;0;1;1;6;60000;Medicina prepaga / Plan de salud, Gimnasio, Idiomas;No recibo bono;1 solo;20;Julio;No;RH Pro;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;Entre 11 y 20
Femenino;No;27;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Buenos Aires;Centro;220;Industria autopartista;300;Nacional;4;Analista;Full time;Generalista;0;4;2;4;40700;No tengo beneficios adicionales;No recibo bono;1 solo;10;Agosto;No;Meta4;Recursos Humanos;No, está prohibido;No;0.1;5000;3;No,  pero escucho ofertas;Horario Flexible, home office;Acción;Por qué estudié Japonés y no Chino;No;No estoy trabajando en home office, No me enviaron ni reintegraron nada;2;0;Entre 1 y 10
Femenino;No;39;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Ciudad Autónoma de Buenos Aires;Centro;221;Hotelería, restauración, turismo;350;Nacional;3;Responsable;Full time;Administración de personal;0;3;3;6;51100;Comedor / Almuerzos;No recibo bono;No tuve ajustes;0;NA;No;Enlatado propio;Recursos Humanos;Si, está permitido;No;0;300;2;No,  pero escucho ofertas;Almuerzo, viaticos, descuentos;Desafiante;El tener  una hija criada (18 años) no tenes problemas de disponibilidad?;NA;NA;NA;1;Sin aumentos
Masculino;No;31;No tengo ninguna discapacidad;Maestría en curso;RRHH / RRLL / RRTT;Universidad Privada;Buenos Aires;Centro;222;"Servicios financieros; seguros";760;Nacional;10;Analista;Full time;Generalista;0;10;4;10;96684.6;Vacaciones extendidas, Licencias extendidas, Posgrados, Reintegros en capacitación;Dos sueldos;2 ajustes;24;Octubre;Si, en emprendimiento relacionado con RRHH;Buxis;Recursos Humanos;Si, está permitido;No;0;434;2;Sí, activamente;Home office, participación en proyectos interesantes y desafiantes, autonomía de trabajo, liderar equipos;Empatía;A postulante de 25 años ¿Estás en esta entrevista por qué realmente queres trabajar o porque te envió tu padre/madre?;Voy rotando entre la oficina y el trabajo;No estoy trabajando en home office, No me enviaron ni reintegraron nada, Voy dos veces a la semana;1;0;Entre 21 y 30
Masculino;No;48;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;223;Construcción;235;Multinacional;2;Analista;Full time;Generalista;0;11;11;20;110000;Medicina prepaga / Plan de salud, Abono de celular, Home office;No recibo bono;No tuve ajustes;0;NA;Si, en proyectos ad honorem;Oracle HCM;Recursos Humanos;Si, está permitido;No;0;700;3;Sí, activamente;NA;Servicio;Cuál es el nivel de ingreso de su padre;Voy rotando entre la oficina y el trabajo;Computadora / Laptop, Silla ergonómica, Abono de celular;4;0;Sin aumentos
